Column1,Column2,Column3,Column4,Column5,Column6
nm0055641,Jehshua Barnes,1973,\N,actor,"tt0218839,tt0058796,tt0361580,tt0092325"
nm0055669,Kevin Barnes,1974,\N,"composer,actor,producer","tt1060277,tt1245492,tt3844362,tt1571404"
nm0055682,Louise Barnes,1974,\N,actress,"tt2375692,tt0804539,tt0364845,tt14218674"
nm0055839,Aaron Barnett,1973,\N,"writer,producer,miscellaneous","tt8110640,tt4269118,tt5153288,tt10714856"
nm0055957,Oliver Barnett,1975,\N,"miscellaneous,camera_department,script_department","tt0331953,tt0206467,tt0272376,tt0134247"
nm0055966,T-Mo,1972,\N,"actor,soundtrack","tt0132347,tt0322259,tt0117603,tt0215545"
nm0056068,Paul Barnhill,1971,\N,"actor,writer","tt1677720,tt3691740,tt0285103,tt0151568"
nm0056160,Barocca,1972,\N,"actress,archive_footage","tt0124819,tt0136768,tt0285469,tt0270859"
nm0056187,Sacha Baron Cohen,1971,\N,"actor,writer,producer","tt0443453,tt13143964,tt1707386,tt0889583"
nm0056207,Chad Baron,1975,\N,"producer,camera_department,production_manager","tt0285335,tt20228422,tt0218748,tt0855473"
nm0056510,Hayley Barr,1971,\N,"actress,camera_department,make_up_department","tt0048845,tt1720616,tt0044265,tt0399706"
nm0056782,Tony Barraza,1972,\N,visual_effects,"tt0800080,tt0117218,tt0290334,tt0450405"
nm0056827,Dolores Barreiro,1975,\N,"actress,archive_footage","tt31841331,tt0206505,tt0309159,tt0312133"
nm0056873,Brandon Barrera,1974,\N,"actor,producer,miscellaneous","tt0438168,tt1296373,tt0455671,tt0865561"
nm0056987,Alexandra Barreto,1975,\N,"actress,producer,director","tt7414406,tt5715524,tt2262532,tt10040584"
nm0057047,Aaron Barrett,1974,\N,"actor,director,producer","tt4925292,tt0131857,tt0119109,tt0302361"
nm0057127,Erich Barrett,1971,\N,stunts,"tt0105104,tt0094559"
nm0057150,Jacinda Barrett,1972,\N,"actress,archive_footage","tt0409182,tt0349710,tt0434139,tt0308383"
nm0057272,Russell Barrett,1975,\N,"writer,visual_effects,director","tt1790864,tt1265869,tt0356721,tt0195314"
nm0057287,Stanton Barrett,1972,\N,"stunts,actor,assistant_director","tt0163025,tt3315342,tt0306685,tt1276104"
nm0057563,Sebastian Barrio,1971,\N,"actor,archive_footage","tt0249380,tt0389315,tt14061038,tt3670826"
nm0057587,Sam Barriscale,1974,\N,actor,"tt0183068,tt0302103,tt0096555,tt0184122"
nm0057727,Thom Barron,1971,\N,"actor,archive_footage","tt0210569,tt0291866,tt0440874,tt0374211"
nm0057741,Alejandra Barros,1971,\N,"actress,writer","tt0759222,tt1699171,tt1195884,tt4872292"
nm0057856,Geoff Barrow,1971,\N,"composer,soundtrack,music_department","tt13365348,tt0470752,tt2798920,tt2818252"
nm0057945,Brent Barry,1971,\N,"actor,miscellaneous","tt0116695,tt0115101,tt0112220,tt0105986"
nm0058029,Jason Barry,1972,\N,"actor,writer,director","tt0120338,tt0366780,tt0116833,tt0222812"
nm0058090,Matthew Barry,1974,\N,"editorial_department,producer,writer","tt0210924,tt11747992,tt1343395,tt4163020"
nm0058148,Rod Barry,1971,\N,"actor,miscellaneous,camera_department","tt0372027,tt0433529,tt0284259,tt1205082"
nm0058262,Manvel Barsegyan,1973,\N,"sound_department,miscellaneous,actor","tt0475417,tt0402743,tt0291671,tt0396551"
nm0058423,Cheryl Bartel,1971,2010,"actress,archive_footage","tt0118655,tt0266489,tt0299215,tt0117915"
nm0058481,Rob Bartels,1971,\N,"actor,miscellaneous","tt0205738,tt0194104,tt0468644,tt0197143"
nm0058574,Thamara Barth,1974,\N,actress,"tt10440724,tt5608400,tt0806910,tt0797963"
nm0058802,David Bartlett,1973,\N,"director,writer,actor","tt9594664,tt0389604,tt0795172,tt1020109"
nm0058814,Erinn Bartlett,1973,\N,actress,"tt0437863,tt0256380,tt0350028,tt0185431"
nm0058864,Murray Bartlett,1971,\N,"actor,producer,soundtrack","tt3581920,tt13406094,tt2287945,tt1753460"
nm0058927,Daryl Bartley,1974,\N,"visual_effects,actor,animation_department","tt1046173,tt0499549,tt0409847,tt0454876"
nm0058983,Jayce Bartok,1975,\N,"actor,writer,director","tt0120238,tt0418586,tt6059570,tt7137906"
nm0059068,Jason Bartolone,1971,\N,art_department,"tt0164052,tt0790736,tt1059786,tt12584954"
nm0059085,Adam Barton,1972,\N,"editor,editorial_department,cinematographer","tt0120148,tt0164212,tt10403290,tt0347772"
nm0059159,Ian Barton,1975,\N,"camera_department,visual_effects","tt2222042,tt2316204,tt1809398,tt4068576"
nm0059364,Chad Bartulis,1971,\N,"actor,stunts","tt0147757,tt0138956,tt0207782,tt0337681"
nm0059445,Vanessa Barum,1972,\N,actress,"tt0209555,tt0280422,tt0229126,tt0138598"
nm0059489,Waldemar Barwinski,1973,\N,"actor,music_department,archive_footage","tt1135081,tt0262975,tt1937416,tt6328648"
nm0059600,Philippe Bas,1973,\N,"actor,producer,archive_footage","tt1418572,tt0402158,tt0116954,tt1124397"
nm0059666,Darion Basco,1974,\N,"actor,producer,director","tt1621046,tt0163745,tt0112572,tt0119330"
nm0059727,Cem Baseskioglu,1972,\N,"actor,director,writer","tt0486720,tt7512660,tt0298780,tt0888131"
nm0059787,Monica Lee Gradischek,1971,\N,actress,"tt1447723,tt6443198,tt0181266,tt10985018"
nm0059977,Peter Paul Basler,1973,\N,"producer,director,writer","tt2112307,tt0422550,tt3747964,tt1647462"
nm0060148,Àngels Bassas,1971,\N,"actress,archive_footage","tt0177747,tt1534363,tt1182315,tt1024810"
nm0060153,Allistair Basse,1973,\N,actor,tt0211008
nm0060240,Skye Bassett,1973,1997,actress,"tt0112792,tt0105417,tt0098844,tt0092400"
nm0060287,Valentina Bassi,1972,\N,actress,"tt0114102,tt0497670,tt5613066,tt0311048"
nm0060326,Cara Jo Basso,1975,\N,actress,"tt0306148,tt0308132,tt0358692,tt0386270"
nm0060532,Henrik Bastin,1971,\N,"producer,writer,actor","tt0315720,tt0208198,tt3515512,tt3551796"
nm0060705,Beatriz Batarda,1974,\N,"actress,miscellaneous","tt1654523,tt14888898,tt3451254,tt0260615"
nm0060716,Geoffrey Batchelar,1974,\N,"actor,writer,miscellaneous","tt0287581,tt0238706,tt0470267"
nm0060810,Kimi Bateman,1975,\N,actress,"tt0277371,tt0273923,tt0308506,tt0247121"
nm0060833,James Bates Jr.,1973,\N,actor,"tt0120484,tt0255798,tt0277895,tt0241453"
nm0060849,Benedick Bates,1971,\N,"actor,producer,writer","tt1783278,tt0144714,tt0144018,tt0159206"
nm0060860,Brannon Bates,1972,\N,"actor,director,writer","tt1929344,tt1943802,tt0397535,tt1943790"
nm0060990,Michael T Bates,1975,\N,actor,"tt9106452,tt2139797,tt2301249,tt0165588"
nm0061163,Linda Batista,1972,\N,"actress,soundtrack","tt0482473,tt0349407,tt0212797,tt0429784"
nm0061222,Tom Batoy,1972,\N,"composer,music_department,sound_department","tt2275743,tt5563862,tt0329216,tt0251364"
nm0061347,Cyia Batten,1972,\N,"actress,archive_footage","tt0420294,tt0472062,tt0305357,tt0106145"
nm0061362,Shawn Batten,1971,\N,actress,"tt0110932,tt0098749,tt0244364,tt0460653"
nm0061408,Max Battimo,1974,\N,actor,"tt0092363,tt0098582,tt0086793,tt0092319"
nm0061471,Lorenzo Battistello,1973,\N,\N,"tt0261474,tt9748314"
nm0061497,Chris Battle,1971,\N,"animation_department,art_department","tt1675276,tt0108684,tt0289408,tt0278238"
nm0061551,Deicha Batts,1973,\N,actress,tt0222194
nm0061639,Vanessa Bauche,1973,\N,"actress,producer,director","tt0245712,tt0419294,tt0120746,tt0168734"
nm0061669,Laurent Baudens,1975,\N,"producer,actor","tt2042432,tt13479592,tt4593054,tt4428840"
nm0061749,Barbara Bauer,1975,\N,actress,"tt2987732,tt0806901,tt0780134,tt0920486"
nm0061814,Gabriel M. Bauer,1974,\N,"editor,director,miscellaneous","tt2959328,tt2292376,tt0247303,tt32324127"
nm0061902,Nanette Bauer,1973,\N,"actress,composer,miscellaneous","tt1786640,tt0173171,tt1174845,tt1132471"
nm0062049,Kai Ivo Baulitz,1971,\N,"actor,writer","tt0405094,tt6402468,tt0807669,tt4106376"
nm0062059,Vera Bauluz,1974,\N,"art_department,set_decorator,art_director","tt0320661,tt6968614,tt0211842,tt0115949"
nm0062098,Henning Baum,1972,\N,"actor,producer,archive_footage","tt1540108,tt0345667,tt3072732,tt6887178"
nm0062101,Jeffrey Baum,1974,\N,"actor,soundtrack","tt0102616,tt0086827,tt0094582,tt0466239"
nm0062133,Sonja Baum,1975,\N,"actress,archive_footage","tt0880585,tt1615237,tt0806910,tt0393813"
nm0062242,Patricia Baumann Vera,1971,\N,"assistant_director,writer,actress","tt0118900,tt0484243,tt0482420,tt0250581"
nm0062264,Nico Baumbach,1975,\N,"actor,camera_department","tt0367089,tt5536736,tt1791682,tt0113537"
nm0062289,Muriel Baumeister,1972,\N,"actress,archive_footage","tt0119472,tt0098819,tt0105330,tt0287846"
nm0062357,John Baumgartner,1971,\N,"director,writer,editor","tt0443530,tt0274205,tt30807329,tt4547120"
nm0062486,Christian Baus,1971,\N,actor,"tt0419666,tt0118633,tt0118535,tt30427880"
nm0062489,Peter Baustaedter,1971,\N,visual_effects,"tt0499549,tt0319262,tt0119116,tt0489099"
nm0062492,Christian Baute,1971,\N,"producer,executive","tt0808279,tt0845046,tt4051850,tt1441951"
nm0062630,Wim Bax,1971,\N,"actor,writer,director","tt7308354,tt3429512,tt0179034,tt0106090"
nm0062659,Mat Baxt,1972,\N,"producer,writer,director","tt1092447,tt8259430,tt0401973,tt1643236"
nm0062775,Kirk Baxter,1972,\N,"editor,producer,miscellaneous","tt1568346,tt1285016,tt0421715,tt2267998"
nm0062806,Rhonda Baxter,1972,\N,"actress,archive_footage",tt0165858
nm0062926,Anja Bayer,1971,\N,actress,tt0085062
nm0063025,Virgile Bayle,1971,\N,"actor,director,archive_footage","tt0208349,tt0862998,tt11604890,tt0233338"
nm0063096,Kevin Bayliss,1971,\N,"art_department,writer,actor","tt0307501,tt0205973,tt0271111,tt5804456"
nm0063123,Justin Bayly,1972,\N,actor,"tt0086508,tt0071007"
nm0063144,Michael Bayne,1973,\N,"miscellaneous,producer","tt0281231,tt0212974,tt5685938,tt14221668"
nm0063215,Carter Bays,1975,\N,"writer,producer,music_department","tt0460649,tt2244871,tt0106053,tt0322660"
nm0063440,Adam Beach,1972,\N,"actor,producer,miscellaneous","tt0245562,tt0418689,tt0245686,tt1386697"
nm0063487,Nicole Beach,1972,\N,actress,"tt0106941,tt0448259"
nm0063499,Sandi Beach,1973,\N,"actress,director,archive_footage","tt0128575,tt0300111,tt0122846,tt0128656"
nm0063571,Kate Beahan,1974,\N,"actress,assistant_director,miscellaneous","tt0450345,tt0408790,tt0242653,tt0221073"
nm0063726,Melody Beam,1971,\N,"assistant_director,miscellaneous,producer","tt0119177,tt0889573,tt0305357,tt0421054"
nm0064038,Jessica Beasley,1972,\N,actress,tt0080549
nm0064116,Stephanie Beaton,1972,\N,"actress,producer,director","tt0339761,tt0397920,tt0322209,tt0338798"
nm0064281,Marie-Flore Beaubien,1973,\N,make_up_department,"tt0363307,tt15847104,tt11198930,tt3884604"
nm0064308,Eric Beauchamp,1971,\N,"special_effects,production_designer,actor","tt0111282,tt0118886,tt0104362,tt0119305"
nm0064314,Kevin Beauchamp,1975,\N,"special_effects,set_decorator,writer","tt5842694,tt1984210,tt2674046,tt0118886"
nm0064433,Michelle Beaudoin,1975,\N,actress,"tt0115341,tt0353489,tt0108845,tt0176700"
nm0064584,Daisy Beaumont,1974,\N,"actress,writer","tt0143145,tt2240991,tt0300471,tt0319531"
nm0064608,Kenny Beaumont,1975,\N,"producer,director,cinematographer","tt3393410,tt3591946,tt7635040,tt5447578"
nm0064702,Nadège Beausson-Diagne,1972,\N,actress,"tt1064932,tt0315249,tt1528313,tt4621870"
nm0064773,Mike Beaver,1973,\N,"actor,writer,producer","tt1442437,tt4903242,tt0472954,tt1001508"
nm0064798,Marty Stevens,1973,\N,"director,cinematographer,actor","tt1206538,tt27923860,tt15053972,tt8815210"
nm0064950,Lukás Bech,1972,\N,"actor,location_management,soundtrack","tt0370263,tt0355295,tt6320628,tt0356150"
nm0064973,Zarema Bechelova,1975,\N,actress,"tt0312404,tt0117493"
nm0064996,Ion Bechet,1974,\N,actor,"tt13099426,tt0287733,tt1727532,tt0120378"
nm0065025,Aleksandra Bechtel,1972,\N,"actress,archive_footage","tt1794922,tt0108977,tt0088554,tt0781288"
nm0065060,Helle Beck Figenschow,1974,\N,actress,"tt0099479,tt0106443,tt0104338"
nm0065171,Jennifer Rae Beck,1971,2015,"actress,soundtrack","tt0107065,tt0098844,tt0062595,tt0494186"
nm0065172,Jenny Beck,1974,\N,"actress,archive_footage","tt0092115,tt0086823,tt0088272,tt0086822"
nm0065256,Rachael Beck,1971,\N,"actress,soundtrack,archive_footage","tt0816226,tt0086729,tt0219457,tt0094481"
nm0065281,Sonja Beck,1971,\N,actress,"tt0806910,tt1227773,tt2157326,tt0248409"
nm0065376,Christian Becker,1972,\N,"producer,writer,production_manager","tt1063669,tt4005402,tt2987732,tt6402468"
nm0065430,Heiko Becker,1973,\N,"production_manager,location_management,miscellaneous","tt1972571,tt0187880,tt0806910,tt5170766"
nm0065445,Jan Becker,1973,\N,actor,"tt0120716,tt0143058,tt0173298,tt0108985"
nm0065533,Michael Becker-Freitag,1971,\N,camera_department,"tt0280974,tt0169272,tt0806910,tt8437226"
nm0065589,Stefan Becker,1972,\N,actor,"tt2886428,tt0273605,tt0806910,tt0106178"
nm0065652,Anja Beckert,1971,\N,actress,"tt0111957,tt0806910,tt3811586,tt0127263"
nm0065695,Joel Beckett,1973,\N,"actor,miscellaneous,archive_footage","tt0385002,tt0290978,tt0138899,tt0088512"
nm0065743,David Beckham,1975,\N,"actor,producer,miscellaneous","tt3672826,tt1638355,tt1972591,tt0380389"
nm0065751,Victoria Beckham,1974,\N,"actress,composer,costume_designer","tt0120185,tt8106534,tt0286499,tt9620292"
nm0065892,Troy Beckwith,1975,2024,"actor,archive_footage","tt0101145,tt0088580,tt0108709,tt0156231"
nm0066080,Ramzy Bedia,1972,\N,"actor,writer,producer","tt0173554,tt0259060,tt1718801,tt5058358"
nm0066111,Dominika Bednarczyk,1972,\N,actress,"tt0108052,tt1901024,tt9494016,tt13495314"
nm0066131,Steven Bednarski,1973,\N,actor,"tt0095871,tt0114327,tt0202181,tt0097818"
nm0066301,Jake Grace,1971,\N,actor,"tt0110632,tt0106122,tt0103380,tt0110759"
nm0066318,Daniel Beecher,1975,\N,"actor,producer","tt3266366,tt6010530,tt1346321,tt2409800"
nm0066362,Coral Beed,1972,\N,actress,"tt0437954,tt0414055,tt0359250,tt0398029"
nm0066381,Scott Beehner,1973,\N,"actor,writer,producer","tt1321870,tt1010271,tt0478099,tt6394270"
nm0066586,Max Beesley,1971,\N,"actor,writer,producer","tt13210838,tt19854762,tt8550800,tt7985704"
nm0066665,Lou Bega,1975,\N,"music_department,actor,soundtrack","tt1300854,tt7040874,tt1083456,tt7634968"
nm0066682,Sabina Began,1974,\N,actress,"tt0393329,tt0178132,tt1261045,tt0199305"
nm0066744,Tim Beggy,1974,\N,"producer,miscellaneous,actor","tt9845168,tt1518893,tt0361254,tt0481222"
nm0066763,Bibiana Beglau,1971,\N,actress,"tt0234805,tt0461836,tt5089068,tt4538384"
nm0066803,Linda Begonja,1972,\N,actress,"tt3856016,tt3164154,tt5082382,tt1135550"
nm0066823,Olivier Beguin,1975,\N,"editor,producer,director","tt2318564,tt1949171,tt0258253,tt1262886"
nm0066835,Brian Begun,1973,\N,visual_effects,"tt0343818,tt0319262,tt0382992,tt0253754"
nm0066885,Sasha Behar,1971,\N,"actress,archive_footage","tt0053494,tt1475582,tt1492179,tt0436992"
nm0067039,Maria Holkenfeldt-Behrendt,1972,\N,actress,"tt0087280,tt0123120,tt28355167,tt0213374"
nm0067098,Gavin J. Behrman,1971,\N,"producer,production_manager,miscellaneous","tt4574334,tt8111088,tt5057054,tt1856101"
nm0067100,Joy E. Behrman,1975,\N,\N,"tt0143798,tt0201847"
nm0067119,Dorottya Behumi,1975,\N,\N,"tt0183330,tt0251176,tt4321146"
nm0067277,Ismael Beiro,1972,\N,"actor,archive_footage","tt0276167,tt5825842,tt5159898,tt6696224"
nm0067351,Danilo Bejarano,1975,\N,"actor,archive_footage","tt0995012,tt0307847,tt0207092,tt5534588"
nm0067463,Matthew Bekoff,1972,\N,"art_department,art_director,producer","tt0271367,tt0251075,tt17345976,tt0300176"
nm0067506,Marty Belafsky,1975,\N,"actor,producer,soundtrack","tt0104990,tt0120912,tt0098826,tt0310281"
nm0067670,Javier Belda,1972,\N,"sound_department,actor,camera_department","tt32915411,tt22085300,tt9253464,tt28750449"
nm0067747,Kirill Belevich,1971,\N,"director,actor,writer","tt13496050,tt29225614,tt30612313,tt10505100"
nm0067754,Lisa Ann Beley,1975,\N,"actress,miscellaneous,archive_sound","tt0142240,tt0374407,tt1772240,tt1483025"
nm0067757,Endre Beleznay,1971,\N,"actor,miscellaneous","tt0188604,tt0289138,tt0407111,tt4179452"
nm0067861,Roko Belic,1971,\N,"director,producer,writer","tt0187859,tt13021150,tt32897581,tt1613092"
nm0067973,Hakan Serbes,1974,\N,"actor,archive_footage","tt0282750,tt0408484,tt0208916,tt22332336"
nm0067983,Krunoslav Belko,1971,\N,"actor,miscellaneous","tt0210629,tt1930421,tt3839316,tt27737118"
nm0068024,Amy Bell,1972,\N,"art_department,set_decorator,production_designer","tt0387808,tt1424381,tt0390022,tt0289992"
nm0068081,Brian Bell,1975,\N,"producer,production_manager,miscellaneous","tt2294449,tt2004420,tt2513074,tt5208216"
nm0068117,Coby Bell,1975,\N,"actor,producer,archive_sound","tt0810788,tt0197182,tt4396630,tt0772137"
nm0068160,Doron Bell,1973,\N,"actor,producer,soundtrack","tt6156584,tt2071590,tt15978956,tt11547014"
nm0068399,Melissa Bell,1972,\N,actress,"tt0091711,tt0092338,tt0098784,tt0110370"
nm0068401,Melissa Bell,1972,\N,"actress,archive_footage","tt6774786,tt0106095,tt0115417,tt0139709"
nm0068427,Natasha Bell,1975,\N,"actress,soundtrack","tt0096555,tt0164221,tt0088512,tt0318390"
nm0068529,Steve Bell,1975,\N,"actor,stunts,archive_footage","tt0146990,tt0377260,tt0053494,tt0112004"
nm0068610,Erica Bella,1972,\N,"actress,archive_footage","tt0127072,tt0284314,tt0185435,tt0281693"
nm0068616,Lisa Belle,1975,\N,"actress,archive_footage","tt0389315,tt1763316,tt0233520,tt0411349"
nm0068628,Shalimar,1974,\N,"actress,stunts,archive_footage","tt0127072,tt0125294,tt0261072,tt33050391"
nm0068629,Tia Bella,1973,\N,"actress,archive_footage","tt0251392,tt6892528,tt0335343,tt0250388"
nm0068631,Ulises Bella,1975,\N,"actor,soundtrack","tt0406816,tt0989757,tt0356910,tt0391304"
nm0068632,Veronica Bella,1975,\N,"actress,make_up_department","tt6642458,tt30874961,tt4042568,tt0289235"
nm0068687,Charlotte Bellamy,1973,\N,"actress,archive_footage","tt0068069,tt0118274,tt0108967,tt0096555"
nm0068744,Kristina Bellanova,1974,\N,"actress,archive_footage","tt0275559,tt10803984,tt10900706,tt0127873"
nm0068755,Clara Bellar,1972,\N,"actress,director,writer","tt0212720,tt0449086,tt0365407,tt0118933"
nm0068794,Bridgette Belle,1975,\N,"actress,archive_footage","tt0389927,tt0238289,tt0160745,tt0238214"
nm0068879,Samantha Beller,1972,\N,"editorial_department,producer","tt0144071,tt0202748"
nm0068957,Michel Belli,1974,\N,"actor,composer,archive_footage","tt1570091,tt0096021,tt0220883"
nm0068987,Melissa Bellin,1973,\N,"actress,archive_footage","tt0217756,tt0185130,tt0251469,tt0311991"
nm0069011,Creighton Bellinger,1973,\N,"producer,miscellaneous","tt0295701,tt0232500,tt0192614,tt0116040"
nm0069128,Elma Bello,1971,\N,"sound_department,editorial_department,producer","tt0814022,tt0313505,tt1127715,tt1558128"
nm0069168,Pier Giorgio Bellocchio,1974,\N,"actor,producer,camera_department","tt0109561,tt22075444,tt12463560,tt0461331"
nm0069284,Karine Belly,1971,\N,"actress,art_department,make_up_department","tt0120744,tt0778618,tt0473570,tt0118895"
nm0069374,Sofiane Belmouden,1971,\N,"actor,director,writer","tt1974323,tt0217128,tt5172312,tt0167833"
nm0069588,Patrick Belton,1973,\N,"music_department,actor,producer","tt0844441,tt1769363,tt1568341,tt0118276"
nm0069621,Sandra Beltran,1975,\N,actress,"tt0888357,tt2227061,tt2777882,tt7261848"
nm0069722,Vittoria Belvedere,1972,\N,"actress,archive_footage","tt0340529,tt0108661,tt0220074,tt0194926"
nm0069783,Anatoliy Belyy,1972,\N,"actor,writer,producer","tt2649128,tt0459924,tt33054177,tt2094767"
nm0070399,Joanna Benda,1972,\N,actress,"tt0385061,tt0230992,tt0117808,tt0130201"
nm0070454,Chris Bender,1971,\N,"producer,actor","tt0399146,tt1464540,tt0289879,tt4566758"
nm0070484,Josh Bender,1973,\N,"camera_department,producer,editor","tt1197624,tt0156417,tt6065196,tt4158110"
nm0070500,Mike Bender,1975,\N,"writer,miscellaneous,producer","tt0277371,tt0787521,tt1260578,tt1619042"
nm0070570,Albert Bendix,1972,\N,"actor,producer,writer","tt20195530,tt1454824,tt2076566,tt2954660"
nm0070571,Camilla Bendix,1971,\N,"actress,miscellaneous,stunts","tt1340107,tt1733785,tt8706636,tt0354934"
nm0070589,Niclas Bendixen,1972,\N,"miscellaneous,director,actor","tt4699494,tt10288566,tt1276419,tt8713190"
nm0070667,Joana Benedek,1972,\N,"actress,archive_footage","tt0271278,tt1909962,tt0366345,tt0940629"
nm0070751,Antonio Benedict,1975,\N,"actor,make_up_department,sound_department","tt0168172,tt0232657,tt0910892,tt0469805"
nm0070830,Lourdes Benedicto,1974,\N,"actress,archive_footage","tt0108757,tt0285331,tt1307824,tt0191133"
